Typeklasse	Hoofdtype	Vegcode	HoofdLogical	Druk	Milieudruk	Rang	Categorie
Zoete en brakke wateren	3130	3130_aom	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	1	H
Zoete en brakke wateren	3130	3130_na	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk14	14 Verlies van aquatische connectiviteit	8	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	4	M
Zoete en brakke wateren	3130	3130_na	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	2	H
Zoete en brakke wateren	3130	3130_na	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	8	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	7	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	5	M
Zoete en brakke wateren	3130	3130_na	FALSE	Druk4.1	4.1 Verzuring via de lucht	3	H
Zoete en brakke wateren	3130	3130_na	FALSE	Druk4.2	4.2 Verzuring via het grondwater	8	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk5.1	5.1 Verdroging via het grondwater	8	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk65	65  Toename golfslagwerking	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk66	66  Afname golfslagwerking	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	6	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Zoete en brakke wateren	3130	3130_na	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	7	L
Zoete en brakke wateren	3130	3130_na	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Zoete en brakke wateren	3130	3130_na	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	3	M
Zoete en brakke wateren	3140	3140	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	2	M
Zoete en brakke wateren	3140	3140	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	2	M
Zoete en brakke wateren	3140	3140	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	1	H
Zoete en brakke wateren	3140	3140	TRUE	Druk4.1	4.1 Verzuring via de lucht	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk4.2	4.2 Verzuring via het grondwater	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk5.1	5.1 Verdroging via het grondwater	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk65	65  Toename golfslagwerking	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Zoete en brakke wateren	3140	3140	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	4	L
Zoete en brakke wateren	3140	3140	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	4	L
Zoete en brakke wateren	3140	3140	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	4	L
Zoete en brakke wateren	3140	3140	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Zoete en brakke wateren	3140	3140	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk101	101 Klimaatverandering in droge perioden	8	L
Zoete en brakke wateren	3150	3150	TRUE	Druk102	102 Klimaatverandering in natte perioden	9	L
Zoete en brakke wateren	3150	3150	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	9	L
Zoete en brakke wateren	3150	3150	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	4	M
Zoete en brakke wateren	3150	3150	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk14	14 Verlies van aquatische connectiviteit	6	M
Zoete en brakke wateren	3150	3150	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	5	M
Zoete en brakke wateren	3150	3150	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	6	M
Zoete en brakke wateren	3150	3150	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	2	H
Zoete en brakke wateren	3150	3150	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	1	H
Zoete en brakke wateren	3150	3150	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk5.1	5.1 Verdroging via het grondwater	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk65	65  Toename golfslagwerking	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3150	3150	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	9	L
Zoete en brakke wateren	3150	3150	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	7	L
Zoete en brakke wateren	3150	3150	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	6	M
Zoete en brakke wateren	3150	3150	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	3	M
Zoete en brakke wateren	3150	3150	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Zoete en brakke wateren	3150	3150	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	1	H
Zoete en brakke wateren	3160	3160	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	6	L
Zoete en brakke wateren	3160	3160	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	4	M
Zoete en brakke wateren	3160	3160	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk4.1	4.1 Verzuring via de lucht	2	H
Zoete en brakke wateren	3160	3160	TRUE	Druk4.2	4.2 Verzuring via het grondwater	4	M
Zoete en brakke wateren	3160	3160	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk5.1	5.1 Verdroging via het grondwater	3	H
Zoete en brakke wateren	3160	3160	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk65	65  Toename golfslagwerking	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Zoete en brakke wateren	3160	3160	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	5	L
Zoete en brakke wateren	3160	3160	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	5	L
Zoete en brakke wateren	3160	3160	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	5	L
Zoete en brakke wateren	3160	3160	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Zoete en brakke wateren	3160	3160	TRUE	Druk9.2	9.2 Licht en straling	NA	P
Zoete en brakke wateren	3160	3160	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk101	101 Klimaatverandering in droge perioden	7	L
Zoete en brakke wateren	3260	3260	TRUE	Druk102	102 Klimaatverandering in natte perioden	7	L
Zoete en brakke wateren	3260	3260	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	4	M
Zoete en brakke wateren	3260	3260	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	4	M
Zoete en brakke wateren	3260	3260	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk14	14 Verlies van aquatische connectiviteit	6	L
Zoete en brakke wateren	3260	3260	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	5	L
Zoete en brakke wateren	3260	3260	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	2	H
Zoete en brakke wateren	3260	3260	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	1	H
Zoete en brakke wateren	3260	3260	TRUE	Druk4.2	4.2 Verzuring via het grondwater	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk5.1	5.1 Verdroging via het grondwater	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	6	L
Zoete en brakke wateren	3260	3260	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	4	M
Zoete en brakke wateren	3260	3260	TRUE	Druk65	65  Toename golfslagwerking	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	7	L
Zoete en brakke wateren	3260	3260	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	5	L
Zoete en brakke wateren	3260	3260	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	4	M
Zoete en brakke wateren	3260	3260	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	3	H
Zoete en brakke wateren	3260	3260	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Zoete en brakke wateren	3260	3260	TRUE	Druk9.1	9.1 Geluid en trillingen	NA	S
Zoete en brakke wateren	3260	3260	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk101	101 Klimaatverandering in droge perioden	4	M
Zoete en brakke wateren	3270	3270	TRUE	Druk102	102 Klimaatverandering in natte perioden	5	L
Zoete en brakke wateren	3270	3270	TRUE	Druk103	103 Klimaatverandering: zeespiegelstijging	5	L
Zoete en brakke wateren	3270	3270	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	2	H
Zoete en brakke wateren	3270	3270	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	2	H
Zoete en brakke wateren	3270	3270	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	5	L
Zoete en brakke wateren	3270	3270	TRUE	Druk5.1	5.1 Verdroging via het grondwater	5	L
Zoete en brakke wateren	3270	3270	TRUE	Druk5.2	5.2 Vernatting via het grondwater	6	L
Zoete en brakke wateren	3270	3270	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	3	H
Zoete en brakke wateren	3270	3270	TRUE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	1	H
Zoete en brakke wateren	3270	3270	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	1	H
Zoete en brakke wateren	3270	3270	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk65	65  Toename golfslagwerking	4	M
Zoete en brakke wateren	3270	3270	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	6	L
Zoete en brakke wateren	3270	3270	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	P
Zoete en brakke wateren	3270	3270	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	P
Zoete en brakke wateren	3270	3270	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Zoete en brakke wateren	3270	3270	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	5	L
Zoete en brakke wateren	3270	3270	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Heiden	4010	4010	TRUE	Druk101	101 Klimaatverandering in droge perioden	7	L
Heiden	4010	4010	TRUE	Druk102	102 Klimaatverandering in natte perioden	8	L
Heiden	4010	4010	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	5	L
Heiden	4010	4010	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Heiden	4010	4010	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Heiden	4010	4010	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Heiden	4010	4010	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	5	L
Heiden	4010	4010	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	1	H
Heiden	4010	4010	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	3	M
Heiden	4010	4010	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	4	L
Heiden	4010	4010	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	NA	S
Heiden	4010	4010	TRUE	Druk4.1	4.1 Verzuring via de lucht	2	H
Heiden	4010	4010	TRUE	Druk4.2	4.2 Verzuring via het grondwater	6	L
Heiden	4010	4010	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Heiden	4010	4010	TRUE	Druk5.1	5.1 Verdroging via het grondwater	1	H
Heiden	4010	4010	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Heiden	4010	4010	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Heiden	4010	4010	TRUE	Druk7.3	7.3 Verzilting via het grondwater	NA	S
Heiden	4010	4010	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Heiden	4010	4010	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Heiden	4010	4010	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Heiden	4010	4010	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Heiden	4010	4010	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Heiden	4010	4010	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Heiden	4010	4010	TRUE	Druk9.1	9.1 Geluid en trillingen	NA	S
Heiden	4010	4010	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Heiden	4030	4030	TRUE	Druk101	101 Klimaatverandering in droge perioden	4	L
Heiden	4030	4030	TRUE	Druk102	102 Klimaatverandering in natte perioden	4	L
Heiden	4030	4030	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	4	L
Heiden	4030	4030	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Heiden	4030	4030	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Heiden	4030	4030	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Heiden	4030	4030	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	3	L
Heiden	4030	4030	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	1	H
Heiden	4030	4030	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Heiden	4030	4030	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	NA	S
Heiden	4030	4030	TRUE	Druk4.1	4.1 Verzuring via de lucht	2	H
Heiden	4030	4030	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Heiden	4030	4030	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Heiden	4030	4030	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Heiden	4030	4030	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Heiden	4030	4030	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Heiden	4030	4030	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Heiden	4030	4030	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Heiden	4030	4030	TRUE	Druk9.1	9.1 Geluid en trillingen	NA	S
Heiden	4030	4030	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk101	101 Klimaatverandering in droge perioden	5	M
Thermofiel struikgewas	5130	5130	TRUE	Druk102	102 Klimaatverandering in natte perioden	6	M
Thermofiel struikgewas	5130	5130	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	7	L
Thermofiel struikgewas	5130	5130	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	2	H
Thermofiel struikgewas	5130	5130	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	1	H
Thermofiel struikgewas	5130	5130	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	3	H
Thermofiel struikgewas	5130	5130	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	8	L
Thermofiel struikgewas	5130	5130	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk4.1	4.1 Verzuring via de lucht	4	M
Thermofiel struikgewas	5130	5130	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Thermofiel struikgewas	5130	5130	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Thermofiel struikgewas	5130	5130	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk102	102 Klimaatverandering in natte perioden	13	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	5	M
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	9	M
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	7	M
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk14	14 Verlies van aquatische connectiviteit	2	H
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	6	M
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	8	M
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	10	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	4	M
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk4.1	4.1 Verzuring via de lucht	11	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	12	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	3	H
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	1	H
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	13	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	13	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	13	L
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
(Half-)natuurlijke graslanden	6120	6120	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
(Half-)natuurlijke graslanden	6210	6210_hk	FALSE	Druk101	101 Klimaatverandering in droge perioden	8	L
